Date,Confirmed,Death,Recovered,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Confirmed Rolling 3 Change Rate,New Active Cases,New Active Cases PCT Change,New Cases,New Case PCT Change,New Deaths,New Death PCT Change,New Recovered,New Recovered PCT Change,Likely Cases C86,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct
2020-03-14,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.14,0.0,0.0,0.0
2020-03-15,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-16,2.0,1.0,0,2.0,1.0,0.0,1.0,0.5,inf,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,inf,1.0,inf,0.0,0.0,1.14,100.0,180.0,350.0
2020-03-17,6.0,1.0,0,6.0,1.0,0.0,5.0,0.167,0.0,0.0,2.0,1.0,4.0,inf,4.0,3.0,0.0,-1.0,0.0,0.0,5.699999999999999,100.0,180.0,350.0
2020-03-18,6.0,1.0,0,6.0,1.0,0.0,5.0,0.167,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,5.699999999999999,100.0,180.0,350.0
2020-03-19,9.0,1.0,0,9.0,1.0,0.0,8.0,0.111,0.0,0.0,0.5,0.8333333333333334,3.0,inf,3.0,inf,0.0,0.0,0.0,0.0,9.12,100.0,180.0,350.0
2020-03-20,12.0,1.0,0,12.0,1.0,0.0,11.0,0.083,0.0,0.0,0.333,0.27766666666666673,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.54,100.0,180.0,350.0
2020-03-21,17.0,1.0,0,17.0,1.0,0.0,16.0,0.059,0.0,0.0,0.417,0.41666666666666674,5.0,0.6666666666666667,5.0,0.6666666666666667,0.0,0.0,0.0,0.0,18.24,100.0,180.0,350.0
2020-03-22,19.0,1.0,0,19.0,1.0,0.0,18.0,0.053,0.0,0.0,0.118,0.28933333333333344,2.0,-0.6,2.0,-0.6,0.0,0.0,0.0,0.0,20.52,100.0,180.0,350.0
2020-03-23,20.0,1.0,0,20.0,1.0,0.0,19.0,0.05,0.0,0.0,0.053,0.1960000000000001,1.0,-0.5,1.0,-0.5,0.0,0.0,0.0,0.0,21.659999999999997,100.0,180.0,350.0
2020-03-24,21.0,1.0,0,21.0,1.0,0.0,20.0,0.048,0.0,0.0,0.05,0.07366666666666678,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.799999999999997,100.0,180.0,350.0
2020-03-25,24.0,1.0,0,24.0,1.0,0.0,23.0,0.042,0.0,0.0,0.143,0.08200000000000011,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,26.22,100.0,180.0,350.0
