Date,Latitude,Longitude,FIPS,Confirmed,Deaths,Recovered,UnknownActive,Active,Day,DayLoc,DayCountry,DayCountryProvince,Death,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Confirmed Rolling 3 Change Rate,New Active Cases,New Active Cases PCT Change,New Cases,New Case PCT Change,New Deaths,New Death PCT Change,New Recovered,New Recovered PCT Change,Likely Cases C86,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct
2020-03-14 16:15:01,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,1,9651,1,1,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,4.56,0.0,0.0,0.0
2020-03-16 14:38:45,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,2,5324,2,2,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0
2020-03-17 15:53:13,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,3,5641,3,3,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.25,0.08333333333333333,1.0,inf,1.0,inf,0.0,0.0,0.0,0.0,5.699999999999999,0.0,0.0,0.0
2020-03-18 11:53:04,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,4,5863,4,4,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.4,0.21666666666666667,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7.9799999999999995,0.0,0.0,0.0
2020-03-19 10:53:03,0.0,0.0,0.0,18.0,0.0,0.0,18.0,18.0,11,12231,11,11,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,1.571,0.7403333333333334,11.0,4.5,11.0,4.5,0.0,0.0,0.0,0.0,20.52,0.0,0.0,0.0
2020-03-21 17:43:03,0.0,0.0,0.0,49.0,0.0,1.0,49.0,48.0,7,6646,7,7,0.0,49.0,0.0,1.0,48.0,0.0,0.0,inf,1.722,1.231,30.0,1.727272727272727,31.0,1.8181818181818183,0.0,0.0,1.0,inf,54.72,0.0,0.0,0.0
2020-03-22 23:45:00,10.8677845,-60.9821067,0.0,50.0,0.0,0.0,50.0,50.0,8,0,8,8,0.0,50.0,0.0,0.0,50.0,0.0,0.0,-1.0,0.02,1.1043333333333334,2.0,-0.9333333333333333,1.0,-0.967741935483871,0.0,0.0,-1.0,-2.0,56.99999999999999,0.0,0.0,0.0
2020-03-23 23:19:21,10.8677845,-60.9821067,0.0,51.0,0.0,0.0,51.0,51.0,9,1,9,9,0.0,51.0,0.0,0.0,51.0,0.0,0.0,0.0,0.02,0.5873333333333334,1.0,-0.5,1.0,0.0,0.0,0.0,0.0,-1.0,58.13999999999999,0.0,0.0,0.0
2020-03-24 23:37:15,10.8677845,-60.9821067,0.0,57.0,0.0,0.0,57.0,57.0,10,2,10,10,0.0,57.0,0.0,0.0,57.0,0.0,0.0,0.0,0.118,0.052666666666666785,6.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,64.97999999999999,0.0,0.0,0.0
2020-03-25 23:33:04,10.8677845,-60.9821067,0.0,60.0,1.0,0.0,59.0,59.0,11,3,11,11,1.0,60.0,1.0,0.0,59.0,0.017,inf,0.0,0.053,0.06366666666666679,2.0,-0.6666666666666667,3.0,-0.5,1.0,inf,0.0,0.0,67.25999999999999,100.0,180.0,350.0
