Date,Confirmed,Death,Recovered,Province/State,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct,Likely Cases C86
2020-02-28,1.0,,,Nigeria,1.0,,,1.0,0.0,,,,,,,1.0
2020-02-29,1.0,,,Nigeria,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-01,1.0,,,Nigeria,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-02,1.0,,,Nigeria,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-03,1.0,,,Nigeria,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-04,1.0,,,Nigeria,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-05,1.0,,,Nigeria,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-06,1.0,,,Nigeria,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-07,1.0,,,Nigeria,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-08,1.0,,,Nigeria,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-09,2.0,,,Nigeria,2.0,,,2.0,0.0,,,1.0,,,,2.0
2020-03-10,2.0,,,Nigeria,2.0,,,2.0,0.0,,,0.0,,,,2.0
2020-03-11,2.0,,,Nigeria,2.0,,,2.0,0.0,,,0.0,,,,2.0
2020-03-12,2.0,,,Nigeria,2.0,,,2.0,0.0,,,0.0,,,,2.0
2020-03-13,2.0,,,Nigeria,2.0,,,2.0,0.0,,,0.0,,,,2.0
2020-03-14,2.0,,,Nigeria,2.0,,,2.0,0.0,,,0.0,,,,2.0
2020-03-15,2.0,,,Nigeria,2.0,,,2.0,0.0,,,0.0,,,,2.0
2020-03-16,2.0,,,Nigeria,2.0,,,2.0,0.0,,,0.0,,,,2.0
2020-03-17,3.0,,,Nigeria,3.0,,,3.0,0.0,,,0.5,,,,3.0
2020-03-18,8.0,,1.0,Nigeria,8.0,,1.0,7.0,0.0,,inf,1.667,,,,9.0
2020-03-19,8.0,,1.0,Nigeria,8.0,,1.0,7.0,0.0,,0.0,0.0,,,,9.0
2020-03-20,12.0,,1.0,Nigeria,12.0,,1.0,11.0,0.0,,0.0,0.5,,,,14.0
2020-03-21,22.0,,1.0,Nigeria,22.0,,1.0,21.0,0.0,,0.0,0.833,,,,25.0
2020-03-22,30.0,,2.0,Nigeria,30.0,,2.0,28.0,0.0,,1.0,0.364,,,,34.0
2020-03-23,40.0,1.0,2.0,Nigeria,40.0,1.0,2.0,37.0,0.025,inf,0.0,0.333,100.0,180.0,350.0,46.0
2020-03-24,44.0,1.0,2.0,Nigeria,44.0,1.0,2.0,41.0,0.023,0.0,0.0,0.1,100.0,180.0,350.0,50.0
2020-03-25,51.0,1.0,,Nigeria,51.0,1.0,,50.0,0.02,0.0,-1.0,0.159,100.0,180.0,350.0,58.0
