Date,Confirmed,Death,Recovered,Province/State,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct,Likely Cases C86
2020-03-08,3.0,,,Bangladesh,3.0,,,3.0,0.0,,,,,,,3.0
2020-03-09,3.0,,,Bangladesh,3.0,,,3.0,0.0,,,0.0,,,,3.0
2020-03-10,3.0,,,Bangladesh,3.0,,,3.0,0.0,,,0.0,,,,3.0
2020-03-11,3.0,,,Bangladesh,3.0,,,3.0,0.0,,,0.0,,,,3.0
2020-03-12,3.0,,,Bangladesh,3.0,,,3.0,0.0,,,0.0,,,,3.0
2020-03-13,3.0,,,Bangladesh,3.0,,,3.0,0.0,,,0.0,,,,3.0
2020-03-14,3.0,,,Bangladesh,3.0,,,3.0,0.0,,,0.0,,,,3.0
2020-03-15,5.0,,,Bangladesh,5.0,,,5.0,0.0,,,0.667,,,,6.0
2020-03-16,8.0,,2.0,Bangladesh,8.0,,2.0,6.0,0.0,,inf,0.6,,,,9.0
2020-03-17,10.0,,3.0,Bangladesh,10.0,,3.0,7.0,0.0,,0.5,0.25,,,,11.0
2020-03-18,14.0,1.0,3.0,Bangladesh,14.0,1.0,3.0,10.0,0.071,inf,0.0,0.4,100.0,180.0,350.0,16.0
2020-03-19,17.0,1.0,3.0,Bangladesh,17.0,1.0,3.0,13.0,0.059,0.0,0.0,0.214,100.0,180.0,350.0,19.0
2020-03-20,20.0,1.0,3.0,Bangladesh,20.0,1.0,3.0,16.0,0.05,0.0,0.0,0.176,100.0,180.0,350.0,23.0
2020-03-21,25.0,2.0,3.0,Bangladesh,25.0,2.0,3.0,20.0,0.08,1.0,0.0,0.25,200.0,360.0,700.0,28.0
2020-03-22,27.0,2.0,3.0,Bangladesh,27.0,2.0,3.0,22.0,0.074,0.0,0.0,0.08,200.0,360.0,700.0,31.0
2020-03-23,33.0,3.0,3.0,Bangladesh,33.0,3.0,3.0,27.0,0.091,0.5,0.0,0.222,300.0,540.0,1050.0,38.0
2020-03-24,39.0,4.0,5.0,Bangladesh,39.0,4.0,5.0,30.0,0.103,0.333,0.667,0.182,400.0,720.0,1400.0,44.0
2020-03-25,39.0,5.0,,Bangladesh,39.0,5.0,,34.0,0.128,0.25,-1.0,0.0,500.0,900.0,1750.0,44.0
