Date,Latitude,Longitude,FIPS,Confirmed,Deaths,Recovered,UnknownActive,Active,Day,DayLoc,DayCountry,DayCountryProvince,Death,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Confirmed Rolling 3 Change Rate,New Active Cases,New Active Cases PCT Change,New Cases,New Case PCT Change,New Deaths,New Death PCT Change,New Recovered,New Recovered PCT Change,Likely Cases C86,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct
2020-03-09 18:33:03,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0,3702,0,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,2.28,0.0,0.0,0.0
2020-03-10 13:13:13,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1,3856,1,1,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0
2020-03-11 18:52:03,0.0,0.0,0.0,12.0,0.0,0.0,12.0,12.0,5,8208,5,5,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,1.1666666666666667,9.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,13.68,0.0,0.0,0.0
2020-03-11 20:00:00,0.0,0.0,0.0,14.0,0.0,0.0,14.0,14.0,4,4221,4,4,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.167,1.2223333333333333,2.0,-0.7777777777777778,2.0,-0.7777777777777778,0.0,0.0,0.0,0.0,15.959999999999999,0.0,0.0,0.0
2020-03-14 22:53:02,0.0,0.0,0.0,52.0,0.0,0.0,52.0,52.0,11,9984,11,11,0.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,2.714,1.9603333333333335,38.0,18.0,38.0,18.0,0.0,0.0,0.0,0.0,59.279999999999994,0.0,0.0,0.0
2020-03-16 02:33:08,0.0,0.0,0.0,33.0,0.0,0.0,33.0,33.0,7,5267,7,7,0.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,-0.365,0.8386666666666667,-19.0,-1.5,-19.0,-1.5,0.0,0.0,0.0,0.0,37.62,0.0,0.0,0.0
2020-03-17 03:13:15,0.0,0.0,0.0,46.0,0.0,0.0,46.0,46.0,8,5523,8,8,0.0,46.0,0.0,0.0,46.0,0.0,0.0,0.0,0.394,0.9143333333333334,13.0,-1.6842105263157894,13.0,-1.6842105263157894,0.0,0.0,0.0,0.0,52.44,0.0,0.0,0.0
2020-03-18 03:13:19,0.0,0.0,0.0,49.0,0.0,0.0,49.0,49.0,9,5787,9,9,0.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,0.065,0.031333333333333435,3.0,-0.7692307692307692,3.0,-0.7692307692307692,0.0,0.0,0.0,0.0,55.85999999999999,0.0,0.0,0.0
2020-03-19 18:13:29,0.0,0.0,0.0,134.0,0.0,0.0,134.0,134.0,21,12400,21,21,0.0,134.0,0.0,0.0,134.0,0.0,0.0,0.0,1.735,0.7313333333333335,85.0,27.333333333333332,85.0,27.333333333333332,0.0,0.0,0.0,0.0,152.76,0.0,0.0,0.0
2020-03-21 17:43:03,0.0,0.0,0.0,84.0,0.0,0.0,84.0,84.0,12,6673,12,12,0.0,84.0,0.0,0.0,84.0,0.0,0.0,0.0,-0.373,0.47566666666666685,-50.0,-1.5882352941176472,-50.0,-1.5882352941176472,0.0,0.0,0.0,0.0,95.75999999999999,0.0,0.0,0.0
2020-03-22 23:45:00,34.982301799999995,33.1451285,0.0,95.0,1.0,3.0,94.0,91.0,13,0,13,13,1.0,95.0,1.0,3.0,91.0,0.011,inf,inf,0.131,0.49766666666666687,7.0,-1.1400000000000001,11.0,-1.22,1.0,inf,3.0,inf,103.74,100.0,180.0,350.0
2020-03-23 23:19:21,34.982301799999995,33.1451285,0.0,116.0,1.0,3.0,115.0,112.0,14,1,14,14,1.0,116.0,1.0,3.0,112.0,0.009,0.0,0.0,0.221,-0.0069999999999998215,21.0,2.0,21.0,0.9090909090909092,0.0,-1.0,0.0,-1.0,127.67999999999999,100.0,180.0,350.0
2020-03-24 23:37:15,34.982301799999995,33.1451285,0.0,124.0,3.0,3.0,121.0,118.0,15,2,15,15,3.0,124.0,3.0,3.0,118.0,0.024,2.0,0.0,0.069,0.1403333333333335,6.0,-0.7142857142857143,8.0,-0.6190476190476191,2.0,inf,0.0,0.0,134.51999999999998,300.0,540.0,1050.0
2020-03-25 23:33:04,34.982301799999995,33.1451285,0.0,132.0,3.0,3.0,129.0,126.0,16,3,16,16,3.0,132.0,3.0,3.0,126.0,0.023,0.0,0.0,0.065,0.11833333333333351,8.0,0.33333333333333326,8.0,0.0,0.0,-1.0,0.0,0.0,143.64,300.0,540.0,1050.0
