Date,Confirmed,Recovered,Death,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Confirmed Rolling 3 Change Rate,New Active Cases,New Active Cases PCT Change,New Cases,New Case PCT Change,New Deaths,New Death PCT Change,New Recovered,New Recovered PCT Change,Likely Cases C86,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct
2020-03-01,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.14,0.0,0.0,0.0
2020-03-02,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-03,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-04,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-05,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-06,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-07,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-08,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-09,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-10,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-11,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-12,4.0,0.0,0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,inf,3.0,inf,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0
2020-03-13,8.0,0.0,0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.3333333333333333,4.0,0.33333333333333326,4.0,0.33333333333333326,0.0,0.0,0.0,0.0,9.12,0.0,0.0,0.0
2020-03-14,18.0,0.0,0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,1.25,1.75,10.0,1.5,10.0,1.5,0.0,0.0,0.0,0.0,20.52,0.0,0.0,0.0
2020-03-15,26.0,0.0,0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.444,0.898,8.0,-0.19999999999999996,8.0,-0.19999999999999996,0.0,0.0,0.0,0.0,29.639999999999997,0.0,0.0,0.0
2020-03-16,52.0,0.0,0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,0.898,26.0,2.25,26.0,2.25,0.0,0.0,0.0,0.0,59.279999999999994,0.0,0.0,0.0
2020-03-17,78.0,1.0,0,78.0,0.0,1.0,77.0,0.0,0.0,inf,0.5,0.648,25.0,-0.038461538461538436,26.0,0.0,0.0,0.0,1.0,inf,87.77999999999999,0.0,0.0,0.0
2020-03-18,84.0,1.0,0,84.0,0.0,1.0,83.0,0.0,0.0,0.0,0.077,0.5256666666666666,6.0,-0.76,6.0,-0.7692307692307692,0.0,0.0,0.0,-1.0,94.61999999999999,0.0,0.0,0.0
2020-03-19,115.0,1.0,0,115.0,0.0,1.0,114.0,0.0,0.0,0.0,0.369,0.3153333333333333,31.0,4.166666666666667,31.0,4.166666666666667,0.0,0.0,0.0,0.0,129.95999999999998,0.0,0.0,0.0
2020-03-20,136.0,1.0,0,136.0,0.0,1.0,135.0,0.0,0.0,0.0,0.183,0.20966666666666667,21.0,-0.32258064516129037,21.0,-0.32258064516129037,0.0,0.0,0.0,0.0,153.89999999999998,0.0,0.0,0.0
2020-03-21,160.0,1.0,0,160.0,0.0,1.0,159.0,0.0,0.0,0.0,0.176,0.24266666666666667,24.0,0.1428571428571428,24.0,0.1428571428571428,0.0,0.0,0.0,0.0,181.26,0.0,0.0,0.0
2020-03-22,194.0,2.0,0,194.0,0.0,2.0,192.0,0.0,0.0,1.0,0.212,0.19033333333333333,33.0,0.375,34.0,0.41666666666666674,0.0,0.0,1.0,inf,218.88,0.0,0.0,0.0
2020-03-23,235.0,2.0,0,235.0,0.0,2.0,233.0,0.0,0.0,0.0,0.211,0.19966666666666666,41.0,0.24242424242424243,41.0,0.2058823529411764,0.0,0.0,0.0,-1.0,265.62,0.0,0.0,0.0
2020-03-24,249.0,14.0,0,249.0,0.0,14.0,235.0,0.0,0.0,6.0,0.06,0.161,2.0,-0.9512195121951219,14.0,-0.6585365853658536,0.0,0.0,12.0,inf,267.9,0.0,0.0,0.0
2020-03-25,265.0,0.0,0,265.0,0.0,0.0,265.0,0.0,0.0,-1.0,0.064,0.11166666666666669,30.0,14.0,16.0,0.1428571428571428,0.0,0.0,-14.0,-2.166666666666667,302.09999999999997,0.0,0.0,0.0
