Date,Confirmed,Death,Recovered,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Confirmed Rolling 3 Change Rate,New Active Cases,New Active Cases PCT Change,New Cases,New Case PCT Change,New Deaths,New Death PCT Change,New Recovered,New Recovered PCT Change,Likely Cases C86,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct
2020-01-22,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,2.28,0.0,0.0,0.0
2020-01-23,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0
2020-01-24,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0
2020-01-25,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0
2020-01-26,4.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,inf,1.0,0.3333333333333333,1.0,inf,2.0,inf,0.0,0.0,1.0,inf,3.42,0.0,0.0,0.0
2020-01-27,4.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,3.42,0.0,0.0,0.0
2020-01-28,7.0,0.0,1.0,7.0,0.0,1.0,6.0,0.0,0.0,0.0,0.75,0.5833333333333334,3.0,inf,3.0,inf,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0
2020-01-29,7.0,0.0,1.0,7.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0
2020-01-30,11.0,0.0,1.0,11.0,0.0,1.0,10.0,0.0,0.0,0.0,0.571,0.4403333333333333,4.0,inf,4.0,inf,0.0,0.0,0.0,0.0,11.399999999999999,0.0,0.0,0.0
2020-01-31,15.0,0.0,1.0,15.0,0.0,1.0,14.0,0.0,0.0,0.0,0.364,0.3116666666666667,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.959999999999999,0.0,0.0,0.0
2020-02-01,20.0,0.0,1.0,20.0,0.0,1.0,19.0,0.0,0.0,0.0,0.333,0.4226666666666667,5.0,0.25,5.0,0.25,0.0,0.0,0.0,0.0,21.659999999999997,0.0,0.0,0.0
2020-02-02,20.0,0.0,1.0,20.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.23233333333333336,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,21.659999999999997,0.0,0.0,0.0
2020-02-03,20.0,0.0,1.0,20.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.11100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.659999999999997,0.0,0.0,0.0
2020-02-04,22.0,0.0,1.0,22.0,0.0,1.0,21.0,0.0,0.0,0.0,0.1,0.03333333333333335,2.0,inf,2.0,inf,0.0,0.0,0.0,0.0,23.939999999999998,0.0,0.0,0.0
2020-02-05,22.0,0.0,1.0,22.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.03333333333333335,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,23.939999999999998,0.0,0.0,0.0
2020-02-06,22.0,0.0,1.0,22.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.03333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.939999999999998,0.0,0.0,0.0
2020-02-07,25.0,0.0,1.0,25.0,0.0,1.0,24.0,0.0,0.0,0.0,0.136,0.045333333333333344,3.0,inf,3.0,inf,0.0,0.0,0.0,0.0,27.36,0.0,0.0,0.0
2020-02-08,25.0,0.0,1.0,25.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.045333333333333344,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,27.36,0.0,0.0,0.0
2020-02-09,26.0,0.0,1.0,26.0,0.0,1.0,25.0,0.0,0.0,0.0,0.04,0.05866666666666668,1.0,inf,1.0,inf,0.0,0.0,0.0,0.0,28.499999999999996,0.0,0.0,0.0
2020-02-10,26.0,0.0,4.0,26.0,0.0,4.0,22.0,0.0,0.0,3.0,0.0,0.013333333333333345,-3.0,-4.0,0.0,-1.0,0.0,0.0,3.0,inf,25.08,0.0,0.0,0.0
2020-02-11,26.0,0.0,9.0,26.0,0.0,9.0,17.0,0.0,0.0,1.25,0.0,0.013333333333333345,-5.0,0.6666666666666667,0.0,0.0,0.0,0.0,5.0,0.6666666666666667,19.38,0.0,0.0,0.0
2020-02-12,28.0,0.0,9.0,28.0,0.0,9.0,19.0,0.0,0.0,0.0,0.077,0.02566666666666668,2.0,-1.4,2.0,inf,0.0,0.0,0.0,-1.0,21.659999999999997,0.0,0.0,0.0
2020-02-13,28.0,1.0,9.0,28.0,1.0,9.0,18.0,0.036,inf,0.0,0.0,0.02566666666666668,-1.0,-1.5,0.0,-1.0,1.0,inf,0.0,0.0,20.52,100.0,180.0,350.0
2020-02-14,29.0,1.0,9.0,29.0,1.0,9.0,19.0,0.034,0.0,0.0,0.036,0.03766666666666668,1.0,-2.0,1.0,inf,0.0,-1.0,0.0,0.0,21.659999999999997,100.0,180.0,350.0
2020-02-15,43.0,1.0,12.0,43.0,1.0,12.0,30.0,0.023,0.0,0.333,0.483,0.17300000000000004,11.0,10.0,14.0,13.0,0.0,0.0,3.0,inf,34.199999999999996,100.0,180.0,350.0
2020-02-16,59.0,1.0,12.0,59.0,1.0,12.0,46.0,0.017,0.0,0.0,0.372,0.29700000000000004,16.0,0.4545454545454546,16.0,0.1428571428571428,0.0,0.0,0.0,-1.0,52.44,100.0,180.0,350.0
2020-02-17,66.0,1.0,12.0,66.0,1.0,12.0,53.0,0.015,0.0,0.0,0.119,0.3246666666666667,7.0,-0.5625,7.0,-0.5625,0.0,0.0,0.0,0.0,60.419999999999995,100.0,180.0,350.0
2020-02-18,74.0,1.0,13.0,74.0,1.0,13.0,60.0,0.014,0.0,0.083,0.121,0.20400000000000007,7.0,0.0,8.0,0.1428571428571428,0.0,0.0,1.0,inf,68.39999999999999,100.0,180.0,350.0
2020-02-19,84.0,1.0,18.0,84.0,1.0,18.0,65.0,0.012,0.0,0.385,0.135,0.12500000000000008,5.0,-0.2857142857142857,10.0,0.25,0.0,0.0,5.0,4.0,74.1,100.0,180.0,350.0
2020-02-20,94.0,1.0,18.0,94.0,1.0,18.0,75.0,0.011,0.0,0.0,0.119,0.12500000000000008,10.0,1.0,10.0,0.0,0.0,0.0,0.0,-1.0,85.49999999999999,100.0,180.0,350.0
2020-02-21,105.0,1.0,22.0,105.0,1.0,22.0,82.0,0.01,0.0,0.222,0.117,0.12366666666666674,7.0,-0.30000000000000004,11.0,0.10000000000000009,0.0,0.0,4.0,inf,93.47999999999999,100.0,180.0,350.0
