Country,Date,Confirmed
China,2020-01-23,-4243.069397300525
China,2020-01-24,80.43203795948648
China,2020-01-25,2956.6402490269975
China,2020-01-26,4730.691524954789
China,2020-01-27,5738.817761119237
China,2020-01-28,6296.579291497052
China,2020-01-29,6688.911722127392
China,2020-01-30,7162.215378700552
China,2020-01-31,7918.629677055433
China,2020-02-01,9112.547403413875
China,2020-02-02,10849.338700019041
China,2020-02-03,13186.174394309433
China,2020-02-04,16134.765862551823
China,2020-02-05,19665.776209774383
China,2020-02-06,23714.607070612343
China,2020-02-07,28188.228206545056
China,2020-02-08,32972.69422597022
China,2020-02-09,37940.98450560427
China,2020-02-10,42960.80863873071
China,2020-02-11,47902.03971448382
China,2020-02-12,52643.47031353731
China,2020-02-13,57078.62960939316
China,2020-02-14,61120.452529616436
China,2020-02-15,64704.65101529038
China,2020-02-16,67791.70083761279
China,2020-02-17,70367.42234907001
China,2020-02-18,72442.19743051738
China,2020-02-19,74048.92519681412
China,2020-02-20,75239.87336328068
China,2020-02-21,76082.62844182325
China,2020-02-22,76655.38435429291
China,2020-02-23,77041.83426956779
China,2020-02-24,77325.94349668392
China,2020-02-25,77586.8817608213
China,2020-02-26,77894.38108499984
China,2020-02-27,78304.76144776704
China,2020-02-28,78857.83133740732
China,2020-02-29,79574.82577467932
China,2020-03-01,80457.49215048362
China,2020-03-02,81488.37650079516
China,2020-03-03,82632.30198125039
China,2020-03-04,83838.96990548294
China,2020-03-05,85046.55429764974
China,2020-03-06,86186.10611369627
China,2020-03-07,87186.53545783232
China,2020-03-08,87979.90148124246
China,2020-03-09,88506.71203176223
China,2020-03-10,88720.92002907782
China,2020-03-11,88594.30193752261
China,2020-03-12,88119.916163976
China,2020-03-13,87314.36564706042
China,2020-03-14,86218.62880109914
China,2020-03-15,84897.27522626765
China,2020-03-16,83435.94558485887
China,2020-03-17,81937.04671635127
China,2020-03-18,80513.69095306573
China,2020-03-19,79281.98992846967
China,2020-03-20,78351.89492328011
China,2020-03-21,77816.8548350175
China,2020-03-22,77742.6360328669
China,2020-03-23,78155.71259599915
China,2020-03-24,79031.68789123619
