Date,Confirmed,Death,Recovered,Province/State,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct,Likely Cases C86
2020-02-29,1.0,,,Luxembourg,1.0,,,1.0,0.0,,,,,,,1.0
2020-03-01,1.0,,,Luxembourg,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-02,1.0,,,Luxembourg,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-03,1.0,,,Luxembourg,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-04,1.0,,,Luxembourg,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-05,1.0,,,Luxembourg,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-06,2.0,,,Luxembourg,2.0,,,2.0,0.0,,,1.0,,,,2.0
2020-03-07,2.0,,,Luxembourg,2.0,,,2.0,0.0,,,0.0,,,,2.0
2020-03-08,3.0,,,Luxembourg,3.0,,,3.0,0.0,,,0.5,,,,3.0
2020-03-09,3.0,,,Luxembourg,3.0,,,3.0,0.0,,,0.0,,,,3.0
2020-03-10,5.0,,,Luxembourg,5.0,,,5.0,0.0,,,0.667,,,,6.0
2020-03-11,7.0,,,Luxembourg,7.0,,,7.0,0.0,,,0.4,,,,8.0
2020-03-12,19.0,,,Luxembourg,19.0,,,19.0,0.0,,,1.714,,,,22.0
2020-03-13,34.0,,,Luxembourg,34.0,,,34.0,0.0,,,0.789,,,,39.0
2020-03-14,51.0,1.0,,Luxembourg,51.0,1.0,,50.0,0.02,inf,,0.5,100.0,180.0,350.0,58.0
2020-03-15,59.0,1.0,,Luxembourg,59.0,1.0,,58.0,0.017,0.0,,0.157,100.0,180.0,350.0,67.0
2020-03-16,77.0,1.0,,Luxembourg,77.0,1.0,,76.0,0.013,0.0,,0.305,100.0,180.0,350.0,88.0
2020-03-17,140.0,1.0,,Luxembourg,140.0,1.0,,139.0,0.007,0.0,,0.818,100.0,180.0,350.0,160.0
2020-03-18,203.0,2.0,,Luxembourg,203.0,2.0,,201.0,0.01,1.0,,0.45,200.0,360.0,700.0,231.0
2020-03-19,335.0,4.0,,Luxembourg,335.0,4.0,,331.0,0.012,1.0,,0.65,400.0,720.0,1400.0,382.0
2020-03-20,484.0,4.0,,Luxembourg,484.0,4.0,,480.0,0.008,0.0,,0.445,400.0,720.0,1400.0,552.0
2020-03-21,670.0,8.0,,Luxembourg,670.0,8.0,,662.0,0.012,1.0,,0.384,800.0,1440.0,2800.0,764.0
2020-03-22,798.0,8.0,6.0,Luxembourg,798.0,8.0,6.0,784.0,0.01,0.0,inf,0.191,800.0,1440.0,2800.0,910.0
2020-03-23,875.0,8.0,6.0,Luxembourg,875.0,8.0,6.0,861.0,0.009,0.0,0.0,0.096,800.0,1440.0,2800.0,997.0
2020-03-24,1099.0,8.0,6.0,Luxembourg,1099.0,8.0,6.0,1085.0,0.007,0.0,0.0,0.256,800.0,1440.0,2800.0,1253.0
2020-03-25,1333.0,8.0,,Luxembourg,1333.0,8.0,,1325.0,0.006,0.0,-1.0,0.213,800.0,1440.0,2800.0,1520.0
