Province/State,Country/Region,Lat,Long,Date,Observation,Observation Type
,Bangladesh,23.685,90.3563,2020-03-27,5,Death
,Bangladesh,23.685,90.3563,2020-03-27,11,Recovered
,Bangladesh,23.685,90.3563,2020-03-27,48,Confirmed
,Barbados,13.1939,-59.5432,2020-03-17,2,Confirmed
,Barbados,13.1939,-59.5432,2020-03-18,2,Confirmed
,Barbados,13.1939,-59.5432,2020-03-19,5,Confirmed
,Barbados,13.1939,-59.5432,2020-03-20,5,Confirmed
,Barbados,13.1939,-59.5432,2020-03-21,6,Confirmed
,Barbados,13.1939,-59.5432,2020-03-22,14,Confirmed
,Barbados,13.1939,-59.5432,2020-03-23,17,Confirmed
,Barbados,13.1939,-59.5432,2020-03-24,18,Confirmed
,Barbados,13.1939,-59.5432,2020-03-25,18,Confirmed
,Barbados,13.1939,-59.5432,2020-03-26,18,Confirmed
,Barbados,13.1939,-59.5432,2020-03-27,24,Confirmed
,Belarus,53.7098,27.9534,2020-02-28,1,Confirmed
,Belarus,53.7098,27.9534,2020-02-29,1,Confirmed
,Belarus,53.7098,27.9534,2020-03-01,1,Confirmed
,Belarus,53.7098,27.9534,2020-03-02,1,Confirmed
,Belarus,53.7098,27.9534,2020-03-03,1,Confirmed
,Belarus,53.7098,27.9534,2020-03-04,6,Confirmed
,Belarus,53.7098,27.9534,2020-03-05,6,Confirmed
,Belarus,53.7098,27.9534,2020-03-06,6,Confirmed
,Belarus,53.7098,27.9534,2020-03-07,6,Confirmed
,Belarus,53.7098,27.9534,2020-03-08,6,Confirmed
,Belarus,53.7098,27.9534,2020-03-09,1,Recovered
,Belarus,53.7098,27.9534,2020-03-09,6,Confirmed
,Belarus,53.7098,27.9534,2020-03-10,3,Recovered
,Belarus,53.7098,27.9534,2020-03-10,9,Confirmed
,Belarus,53.7098,27.9534,2020-03-11,3,Recovered
,Belarus,53.7098,27.9534,2020-03-11,9,Confirmed
,Belarus,53.7098,27.9534,2020-03-12,3,Recovered
,Belarus,53.7098,27.9534,2020-03-12,12,Confirmed
,Belarus,53.7098,27.9534,2020-03-13,3,Recovered
,Belarus,53.7098,27.9534,2020-03-13,27,Confirmed
,Belarus,53.7098,27.9534,2020-03-14,3,Recovered
,Belarus,53.7098,27.9534,2020-03-14,27,Confirmed
,Belarus,53.7098,27.9534,2020-03-15,3,Recovered
,Belarus,53.7098,27.9534,2020-03-15,27,Confirmed
,Belarus,53.7098,27.9534,2020-03-16,3,Recovered
,Belarus,53.7098,27.9534,2020-03-16,36,Confirmed
,Belarus,53.7098,27.9534,2020-03-17,3,Recovered
,Belarus,53.7098,27.9534,2020-03-17,36,Confirmed
,Belarus,53.7098,27.9534,2020-03-18,5,Recovered
,Belarus,53.7098,27.9534,2020-03-18,51,Confirmed
,Belarus,53.7098,27.9534,2020-03-19,5,Recovered
,Belarus,53.7098,27.9534,2020-03-19,51,Confirmed
,Belarus,53.7098,27.9534,2020-03-20,5,Recovered
,Belarus,53.7098,27.9534,2020-03-20,69,Confirmed
,Belarus,53.7098,27.9534,2020-03-21,15,Recovered
,Belarus,53.7098,27.9534,2020-03-21,76,Confirmed
,Belarus,53.7098,27.9534,2020-03-22,15,Recovered
,Belarus,53.7098,27.9534,2020-03-22,76,Confirmed
,Belarus,53.7098,27.9534,2020-03-23,15,Recovered
,Belarus,53.7098,27.9534,2020-03-23,81,Confirmed
,Belarus,53.7098,27.9534,2020-03-24,22,Recovered
,Belarus,53.7098,27.9534,2020-03-24,81,Confirmed
,Belarus,53.7098,27.9534,2020-03-25,29,Recovered
,Belarus,53.7098,27.9534,2020-03-25,86,Confirmed
,Belarus,53.7098,27.9534,2020-03-26,29,Recovered
,Belarus,53.7098,27.9534,2020-03-26,86,Confirmed
,Belarus,53.7098,27.9534,2020-03-27,32,Recovered
,Belarus,53.7098,27.9534,2020-03-27,94,Confirmed
,Belgium,50.8333,4.0,2020-02-04,1,Confirmed
,Belgium,50.8333,4.0,2020-02-05,1,Confirmed
,Belgium,50.8333,4.0,2020-02-06,1,Confirmed
,Belgium,50.8333,4.0,2020-02-07,1,Confirmed
,Belgium,50.8333,4.0,2020-02-08,1,Confirmed
,Belgium,50.8333,4.0,2020-02-09,1,Confirmed
,Belgium,50.8333,4.0,2020-02-10,1,Confirmed
,Belgium,50.8333,4.0,2020-02-11,1,Confirmed
,Belgium,50.8333,4.0,2020-02-12,1,Confirmed
,Belgium,50.8333,4.0,2020-02-13,1,Confirmed
,Belgium,50.8333,4.0,2020-02-14,1,Confirmed
,Belgium,50.8333,4.0,2020-02-15,1,Confirmed
,Belgium,50.8333,4.0,2020-02-16,1,Confirmed
,Belgium,50.8333,4.0,2020-02-17,1,Recovered
,Belgium,50.8333,4.0,2020-02-17,1,Confirmed
,Belgium,50.8333,4.0,2020-02-18,1,Recovered
,Belgium,50.8333,4.0,2020-02-18,1,Confirmed
,Belgium,50.8333,4.0,2020-02-19,1,Recovered
,Belgium,50.8333,4.0,2020-02-19,1,Confirmed
,Belgium,50.8333,4.0,2020-02-20,1,Recovered
,Belgium,50.8333,4.0,2020-02-20,1,Confirmed
,Belgium,50.8333,4.0,2020-02-21,1,Recovered
,Belgium,50.8333,4.0,2020-02-21,1,Confirmed
,Belgium,50.8333,4.0,2020-02-22,1,Recovered
,Belgium,50.8333,4.0,2020-02-22,1,Confirmed
,Belgium,50.8333,4.0,2020-02-23,1,Recovered
,Belgium,50.8333,4.0,2020-02-23,1,Confirmed
,Belgium,50.8333,4.0,2020-02-24,1,Recovered
,Belgium,50.8333,4.0,2020-02-24,1,Confirmed
,Belgium,50.8333,4.0,2020-02-25,1,Recovered
,Belgium,50.8333,4.0,2020-02-25,1,Confirmed
,Belgium,50.8333,4.0,2020-02-26,1,Recovered
,Belgium,50.8333,4.0,2020-02-26,1,Confirmed
,Belgium,50.8333,4.0,2020-02-27,1,Recovered
,Belgium,50.8333,4.0,2020-02-27,1,Confirmed
,Belgium,50.8333,4.0,2020-02-28,1,Recovered
,Belgium,50.8333,4.0,2020-02-28,1,Confirmed
,Belgium,50.8333,4.0,2020-02-29,1,Recovered
,Belgium,50.8333,4.0,2020-02-29,1,Confirmed
,Belgium,50.8333,4.0,2020-03-01,1,Recovered
,Belgium,50.8333,4.0,2020-03-01,2,Confirmed
,Belgium,50.8333,4.0,2020-03-02,1,Recovered
,Belgium,50.8333,4.0,2020-03-02,8,Confirmed
,Belgium,50.8333,4.0,2020-03-03,1,Recovered
,Belgium,50.8333,4.0,2020-03-03,13,Confirmed
,Belgium,50.8333,4.0,2020-03-04,1,Recovered
,Belgium,50.8333,4.0,2020-03-04,23,Confirmed
,Belgium,50.8333,4.0,2020-03-05,1,Recovered
,Belgium,50.8333,4.0,2020-03-05,50,Confirmed
,Belgium,50.8333,4.0,2020-03-06,1,Recovered
,Belgium,50.8333,4.0,2020-03-06,109,Confirmed
,Belgium,50.8333,4.0,2020-03-07,1,Recovered
,Belgium,50.8333,4.0,2020-03-07,169,Confirmed
,Belgium,50.8333,4.0,2020-03-08,1,Recovered
,Belgium,50.8333,4.0,2020-03-08,200,Confirmed
,Belgium,50.8333,4.0,2020-03-09,1,Recovered
,Belgium,50.8333,4.0,2020-03-09,239,Confirmed
,Belgium,50.8333,4.0,2020-03-10,1,Recovered
,Belgium,50.8333,4.0,2020-03-10,267,Confirmed
,Belgium,50.8333,4.0,2020-03-11,3,Death
,Belgium,50.8333,4.0,2020-03-11,1,Recovered
,Belgium,50.8333,4.0,2020-03-11,314,Confirmed
,Belgium,50.8333,4.0,2020-03-12,3,Death
,Belgium,50.8333,4.0,2020-03-12,1,Recovered
,Belgium,50.8333,4.0,2020-03-12,314,Confirmed
,Belgium,50.8333,4.0,2020-03-13,3,Death
,Belgium,50.8333,4.0,2020-03-13,1,Recovered
,Belgium,50.8333,4.0,2020-03-13,559,Confirmed
,Belgium,50.8333,4.0,2020-03-14,4,Death
,Belgium,50.8333,4.0,2020-03-14,1,Recovered
,Belgium,50.8333,4.0,2020-03-14,689,Confirmed
,Belgium,50.8333,4.0,2020-03-15,4,Death
,Belgium,50.8333,4.0,2020-03-15,1,Recovered
,Belgium,50.8333,4.0,2020-03-15,886,Confirmed
,Belgium,50.8333,4.0,2020-03-16,5,Death
,Belgium,50.8333,4.0,2020-03-16,1,Recovered
,Belgium,50.8333,4.0,2020-03-16,1058,Confirmed
,Belgium,50.8333,4.0,2020-03-17,10,Death
,Belgium,50.8333,4.0,2020-03-17,1,Recovered
,Belgium,50.8333,4.0,2020-03-17,1243,Confirmed
,Belgium,50.8333,4.0,2020-03-18,14,Death
,Belgium,50.8333,4.0,2020-03-18,31,Recovered
,Belgium,50.8333,4.0,2020-03-18,1486,Confirmed
,Belgium,50.8333,4.0,2020-03-19,21,Death
,Belgium,50.8333,4.0,2020-03-19,31,Recovered
,Belgium,50.8333,4.0,2020-03-19,1795,Confirmed
,Belgium,50.8333,4.0,2020-03-20,37,Death
,Belgium,50.8333,4.0,2020-03-20,1,Recovered
,Belgium,50.8333,4.0,2020-03-20,2257,Confirmed
,Belgium,50.8333,4.0,2020-03-21,67,Death
,Belgium,50.8333,4.0,2020-03-21,263,Recovered
,Belgium,50.8333,4.0,2020-03-21,2815,Confirmed
,Belgium,50.8333,4.0,2020-03-22,75,Death
,Belgium,50.8333,4.0,2020-03-22,263,Recovered
,Belgium,50.8333,4.0,2020-03-22,3401,Confirmed
,Belgium,50.8333,4.0,2020-03-23,88,Death
,Belgium,50.8333,4.0,2020-03-23,263,Recovered
,Belgium,50.8333,4.0,2020-03-23,3743,Confirmed
,Belgium,50.8333,4.0,2020-03-24,122,Death
,Belgium,50.8333,4.0,2020-03-24,461,Recovered
,Belgium,50.8333,4.0,2020-03-24,4269,Confirmed
,Belgium,50.8333,4.0,2020-03-25,178,Death
,Belgium,50.8333,4.0,2020-03-25,547,Recovered
,Belgium,50.8333,4.0,2020-03-25,4937,Confirmed
,Belgium,50.8333,4.0,2020-03-26,220,Death
,Belgium,50.8333,4.0,2020-03-26,675,Recovered
,Belgium,50.8333,4.0,2020-03-26,6235,Confirmed
,Belgium,50.8333,4.0,2020-03-27,289,Death
,Belgium,50.8333,4.0,2020-03-27,858,Recovered
,Belgium,50.8333,4.0,2020-03-27,7284,Confirmed
,Belize,13.1939,-59.5432,2020-03-23,1,Confirmed
,Belize,13.1939,-59.5432,2020-03-24,1,Confirmed
,Belize,13.1939,-59.5432,2020-03-25,2,Confirmed
,Belize,13.1939,-59.5432,2020-03-26,2,Confirmed
,Belize,13.1939,-59.5432,2020-03-27,2,Confirmed
,Benin,9.3077,2.3158,2020-03-16,1,Confirmed
,Benin,9.3077,2.3158,2020-03-17,1,Confirmed
,Benin,9.3077,2.3158,2020-03-18,2,Confirmed
,Benin,9.3077,2.3158,2020-03-19,2,Confirmed
,Benin,9.3077,2.3158,2020-03-20,2,Confirmed
,Benin,9.3077,2.3158,2020-03-21,2,Confirmed
,Benin,9.3077,2.3158,2020-03-22,2,Confirmed
,Benin,9.3077,2.3158,2020-03-23,5,Confirmed
,Benin,9.3077,2.3158,2020-03-24,6,Confirmed
,Benin,9.3077,2.3158,2020-03-25,6,Confirmed
,Benin,9.3077,2.3158,2020-03-26,6,Confirmed
,Benin,9.3077,2.3158,2020-03-27,6,Confirmed
,Bhutan,27.5142,90.4336,2020-03-06,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-07,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-08,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-09,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-10,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-11,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-12,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-13,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-14,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-15,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-16,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-17,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-18,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-19,1,Confirmed
,Bhutan,27.5142,90.4336,2020-03-20,2,Confirmed
,Bhutan,27.5142,90.4336,2020-03-21,2,Confirmed
,Bhutan,27.5142,90.4336,2020-03-22,2,Confirmed
,Bhutan,27.5142,90.4336,2020-03-23,2,Confirmed
,Bhutan,27.5142,90.4336,2020-03-24,2,Confirmed
,Bhutan,27.5142,90.4336,2020-03-25,2,Confirmed
,Bhutan,27.5142,90.4336,2020-03-26,2,Confirmed
,Bhutan,27.5142,90.4336,2020-03-27,3,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-11,2,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-12,2,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-13,3,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-14,10,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-15,10,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-16,11,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-17,11,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-18,12,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-19,12,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-20,15,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-21,19,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-22,24,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-23,27,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-24,29,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-25,32,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-26,43,Confirmed
,Bolivia,-16.2902,-63.5887,2020-03-27,61,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-05,2,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-06,2,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-07,3,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-08,3,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-09,3,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-10,5,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-11,7,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-12,11,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-13,13,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-14,18,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-15,24,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-16,25,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-17,2,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-17,26,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-18,2,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-18,38,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-19,2,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-19,63,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-20,2,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-20,89,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-21,1,Death
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-21,2,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-21,93,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-22,1,Death
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-22,2,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-22,126,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-23,1,Death
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-23,2,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-23,136,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-24,3,Death
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-24,2,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-24,166,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-25,3,Death
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-25,2,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-25,176,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-26,3,Death
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-26,2,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-26,191,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-27,4,Death
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-27,5,Recovered
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-27,237,Confirmed
,Brazil,-14.235,-51.9253,2020-02-26,1,Confirmed
,Brazil,-14.235,-51.9253,2020-02-27,1,Confirmed
,Brazil,-14.235,-51.9253,2020-02-28,1,Confirmed
,Brazil,-14.235,-51.9253,2020-02-29,2,Confirmed
,Brazil,-14.235,-51.9253,2020-03-01,2,Confirmed
,Brazil,-14.235,-51.9253,2020-03-02,2,Confirmed
,Brazil,-14.235,-51.9253,2020-03-03,2,Confirmed
,Brazil,-14.235,-51.9253,2020-03-04,4,Confirmed
,Brazil,-14.235,-51.9253,2020-03-05,4,Confirmed
,Brazil,-14.235,-51.9253,2020-03-06,13,Confirmed
,Brazil,-14.235,-51.9253,2020-03-07,13,Confirmed
,Brazil,-14.235,-51.9253,2020-03-08,20,Confirmed
,Brazil,-14.235,-51.9253,2020-03-09,25,Confirmed
,Brazil,-14.235,-51.9253,2020-03-10,31,Confirmed
,Brazil,-14.235,-51.9253,2020-03-11,38,Confirmed
,Brazil,-14.235,-51.9253,2020-03-12,52,Confirmed
,Brazil,-14.235,-51.9253,2020-03-13,151,Confirmed
,Brazil,-14.235,-51.9253,2020-03-14,151,Confirmed
,Brazil,-14.235,-51.9253,2020-03-15,162,Confirmed
,Brazil,-14.235,-51.9253,2020-03-16,1,Recovered
,Brazil,-14.235,-51.9253,2020-03-16,200,Confirmed
,Brazil,-14.235,-51.9253,2020-03-17,1,Death
,Brazil,-14.235,-51.9253,2020-03-17,2,Recovered
,Brazil,-14.235,-51.9253,2020-03-17,321,Confirmed
,Brazil,-14.235,-51.9253,2020-03-18,3,Death
,Brazil,-14.235,-51.9253,2020-03-18,2,Recovered
,Brazil,-14.235,-51.9253,2020-03-18,372,Confirmed
,Brazil,-14.235,-51.9253,2020-03-19,6,Death
,Brazil,-14.235,-51.9253,2020-03-19,2,Recovered
,Brazil,-14.235,-51.9253,2020-03-19,621,Confirmed
,Brazil,-14.235,-51.9253,2020-03-20,11,Death
,Brazil,-14.235,-51.9253,2020-03-20,2,Recovered
,Brazil,-14.235,-51.9253,2020-03-20,793,Confirmed
,Brazil,-14.235,-51.9253,2020-03-21,15,Death
,Brazil,-14.235,-51.9253,2020-03-21,2,Recovered
,Brazil,-14.235,-51.9253,2020-03-21,1021,Confirmed
,Brazil,-14.235,-51.9253,2020-03-22,25,Death
,Brazil,-14.235,-51.9253,2020-03-22,2,Recovered
,Brazil,-14.235,-51.9253,2020-03-22,1546,Confirmed
,Brazil,-14.235,-51.9253,2020-03-23,34,Death
,Brazil,-14.235,-51.9253,2020-03-23,2,Recovered
,Brazil,-14.235,-51.9253,2020-03-23,1924,Confirmed
,Brazil,-14.235,-51.9253,2020-03-24,46,Death
,Brazil,-14.235,-51.9253,2020-03-24,2,Recovered
,Brazil,-14.235,-51.9253,2020-03-24,2247,Confirmed
,Brazil,-14.235,-51.9253,2020-03-25,59,Death
,Brazil,-14.235,-51.9253,2020-03-25,2,Recovered
,Brazil,-14.235,-51.9253,2020-03-25,2554,Confirmed
,Brazil,-14.235,-51.9253,2020-03-26,77,Death
,Brazil,-14.235,-51.9253,2020-03-26,6,Recovered
,Brazil,-14.235,-51.9253,2020-03-26,2985,Confirmed
,Brazil,-14.235,-51.9253,2020-03-27,92,Death
,Brazil,-14.235,-51.9253,2020-03-27,6,Recovered
,Brazil,-14.235,-51.9253,2020-03-27,3417,Confirmed
,Brunei,4.5353,114.7277,2020-03-09,1,Confirmed
,Brunei,4.5353,114.7277,2020-03-10,1,Confirmed
,Brunei,4.5353,114.7277,2020-03-11,11,Confirmed
,Brunei,4.5353,114.7277,2020-03-12,11,Confirmed
,Brunei,4.5353,114.7277,2020-03-13,37,Confirmed
,Brunei,4.5353,114.7277,2020-03-14,40,Confirmed
,Brunei,4.5353,114.7277,2020-03-15,50,Confirmed
,Brunei,4.5353,114.7277,2020-03-16,54,Confirmed
,Brunei,4.5353,114.7277,2020-03-17,56,Confirmed
,Brunei,4.5353,114.7277,2020-03-18,68,Confirmed
,Brunei,4.5353,114.7277,2020-03-19,75,Confirmed
,Brunei,4.5353,114.7277,2020-03-20,1,Recovered
,Brunei,4.5353,114.7277,2020-03-20,78,Confirmed
,Brunei,4.5353,114.7277,2020-03-21,2,Recovered
,Brunei,4.5353,114.7277,2020-03-21,83,Confirmed
,Brunei,4.5353,114.7277,2020-03-22,2,Recovered
,Brunei,4.5353,114.7277,2020-03-22,88,Confirmed
,Brunei,4.5353,114.7277,2020-03-23,2,Recovered
,Brunei,4.5353,114.7277,2020-03-23,91,Confirmed
,Brunei,4.5353,114.7277,2020-03-24,2,Recovered
,Brunei,4.5353,114.7277,2020-03-24,104,Confirmed
,Brunei,4.5353,114.7277,2020-03-25,2,Recovered
,Brunei,4.5353,114.7277,2020-03-25,109,Confirmed
,Brunei,4.5353,114.7277,2020-03-26,5,Recovered
,Brunei,4.5353,114.7277,2020-03-26,114,Confirmed
,Brunei,4.5353,114.7277,2020-03-27,11,Recovered
,Brunei,4.5353,114.7277,2020-03-27,115,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-08,4,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-09,4,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-10,4,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-11,1,Death
,Bulgaria,42.7339,25.4858,2020-03-11,7,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-12,1,Death
,Bulgaria,42.7339,25.4858,2020-03-12,7,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-13,1,Death
,Bulgaria,42.7339,25.4858,2020-03-13,23,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-14,2,Death
,Bulgaria,42.7339,25.4858,2020-03-14,41,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-15,2,Death
,Bulgaria,42.7339,25.4858,2020-03-15,51,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-16,2,Death
,Bulgaria,42.7339,25.4858,2020-03-16,52,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-17,2,Death
,Bulgaria,42.7339,25.4858,2020-03-17,67,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-18,2,Death
,Bulgaria,42.7339,25.4858,2020-03-18,92,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-19,3,Death
,Bulgaria,42.7339,25.4858,2020-03-19,94,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-20,3,Death
,Bulgaria,42.7339,25.4858,2020-03-20,127,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-21,3,Death
,Bulgaria,42.7339,25.4858,2020-03-21,3,Recovered
,Bulgaria,42.7339,25.4858,2020-03-21,163,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-22,3,Death
,Bulgaria,42.7339,25.4858,2020-03-22,3,Recovered
,Bulgaria,42.7339,25.4858,2020-03-22,187,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-23,3,Death
,Bulgaria,42.7339,25.4858,2020-03-23,3,Recovered
,Bulgaria,42.7339,25.4858,2020-03-23,201,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-24,3,Death
,Bulgaria,42.7339,25.4858,2020-03-24,3,Recovered
,Bulgaria,42.7339,25.4858,2020-03-24,218,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-25,3,Death
,Bulgaria,42.7339,25.4858,2020-03-25,4,Recovered
,Bulgaria,42.7339,25.4858,2020-03-25,242,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-26,3,Death
,Bulgaria,42.7339,25.4858,2020-03-26,8,Recovered
,Bulgaria,42.7339,25.4858,2020-03-26,264,Confirmed
,Bulgaria,42.7339,25.4858,2020-03-27,3,Death
,Bulgaria,42.7339,25.4858,2020-03-27,9,Recovered
,Bulgaria,42.7339,25.4858,2020-03-27,293,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-10,1,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-11,2,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-12,2,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-13,2,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-14,2,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-15,3,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-16,15,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-17,15,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-18,1,Death
,Burkina Faso,12.2383,-1.5616,2020-03-18,20,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-19,1,Death
,Burkina Faso,12.2383,-1.5616,2020-03-19,33,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-20,1,Death
,Burkina Faso,12.2383,-1.5616,2020-03-20,40,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-21,2,Death
,Burkina Faso,12.2383,-1.5616,2020-03-21,5,Recovered
,Burkina Faso,12.2383,-1.5616,2020-03-21,64,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-22,4,Death
,Burkina Faso,12.2383,-1.5616,2020-03-22,5,Recovered
,Burkina Faso,12.2383,-1.5616,2020-03-22,75,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-23,4,Death
,Burkina Faso,12.2383,-1.5616,2020-03-23,5,Recovered
,Burkina Faso,12.2383,-1.5616,2020-03-23,99,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-24,4,Death
,Burkina Faso,12.2383,-1.5616,2020-03-24,7,Recovered
,Burkina Faso,12.2383,-1.5616,2020-03-24,114,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-25,4,Death
,Burkina Faso,12.2383,-1.5616,2020-03-25,10,Recovered
,Burkina Faso,12.2383,-1.5616,2020-03-25,146,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-26,7,Death
,Burkina Faso,12.2383,-1.5616,2020-03-26,10,Recovered
,Burkina Faso,12.2383,-1.5616,2020-03-26,152,Confirmed
,Burkina Faso,12.2383,-1.5616,2020-03-27,9,Death
,Burkina Faso,12.2383,-1.5616,2020-03-27,12,Recovered
,Burkina Faso,12.2383,-1.5616,2020-03-27,180,Confirmed
,Burma,21.9162,95.956,2020-03-27,8,Confirmed
,Cabo Verde,16.5388,-23.0418,2020-03-20,1,Confirmed
,Cabo Verde,16.5388,-23.0418,2020-03-21,3,Confirmed
,Cabo Verde,16.5388,-23.0418,2020-03-22,3,Confirmed
,Cabo Verde,16.5388,-23.0418,2020-03-23,3,Confirmed
,Cabo Verde,16.5388,-23.0418,2020-03-24,1,Death
,Cabo Verde,16.5388,-23.0418,2020-03-24,3,Confirmed
,Cabo Verde,16.5388,-23.0418,2020-03-25,1,Death
,Cabo Verde,16.5388,-23.0418,2020-03-25,4,Confirmed
,Cabo Verde,16.5388,-23.0418,2020-03-26,1,Death
,Cabo Verde,16.5388,-23.0418,2020-03-26,4,Confirmed
